Intentions,Topics,Subtopics,Keyword,Volume,Three month change,YoY change,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Avg. monthly searches,Mar 2018,Apr 2018,May 2018,Jun 2018,Jul 2018,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019,Jan 2020,Feb 2020,Mar 2020,Apr 2020,May 2020,Jun 2020,Jul 2020,Aug 2020,Sep 2020,Oct 2020,Nov 2020,Dec 2020,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021,Nov 2021,Dec 2021,Jan 2022,Feb 2022
transac,space telescopes,autre,téléscope hubble,2400.0,-45%,50%,Low,9.0,0.17,0.32,< 1%,,,,,1600.0,1000.0,1000.0,880.0,720.0,720.0,1300.0,1000.0,1000.0,1300.0,1000.0,1300.0,880.0,880.0,880.0,880.0,720.0,1300.0,1600.0,1600.0,1300.0,1300.0,1300.0,1600.0,1000.0,1300.0,6600.0,2900.0,1600.0,1900.0,1600.0,1600.0,1600.0,1900.0,1900.0,1900.0,1600.0,1900.0,2400.0,2400.0,2900.0,1900.0,2400.0,1600.0,1600.0,1900.0,4400.0,2900.0,2400.0
orientation,astrophotography,autre,photographie trou noir,2400.0,-17%,-33%,Low,2.0,,,,,,,,5400.0,590.0,320.0,590.0,320.0,390.0,390.0,390.0,390.0,390.0,320.0,590.0,480.0,590.0,165000.0,6600.0,6600.0,6600.0,8100.0,4400.0,4400.0,3600.0,3600.0,4400.0,3600.0,5400.0,4400.0,3600.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,3600.0,2900.0,3600.0,4400.0,3600.0,2900.0,2900.0,2900.0,2400.0,2400.0,2400.0,2400.0,2900.0,2900.0,2400.0
transac,space telescopes,autre,telescope webb,880.0,-84%,878%,Low,2.0,0.25,0.56,,,,,,260.0,40.0,40.0,30.0,50.0,70.0,90.0,50.0,70.0,50.0,70.0,50.0,50.0,70.0,40.0,40.0,20.0,90.0,140.0,70.0,50.0,70.0,70.0,90.0,40.0,70.0,170.0,70.0,50.0,70.0,70.0,40.0,70.0,70.0,90.0,70.0,90.0,70.0,110.0,140.0,210.0,90.0,170.0,110.0,170.0,320.0,5400.0,2900.0,880.0
NA,NA,autre,arcturus,2400.0,-17%,-17%,Low,0.0,,,,,,,,3600.0,1900.0,2400.0,2400.0,2400.0,4400.0,6600.0,2900.0,2400.0,2400.0,2400.0,2400.0,1900.0,2400.0,2400.0,2400.0,2900.0,4400.0,5400.0,3600.0,1900.0,2400.0,2400.0,2900.0,2900.0,3600.0,5400.0,5400.0,4400.0,6600.0,8100.0,3600.0,2900.0,2900.0,2400.0,2900.0,2900.0,3600.0,2900.0,2900.0,3600.0,3600.0,5400.0,3600.0,2900.0,2400.0,2900.0,2900.0,2400.0
astronomy,places,autre,la cite de l espace,6600.0,50%,247%,Low,9.0,0.13,0.4,,,,,,4400.0,3600.0,4400.0,3600.0,1900.0,4400.0,6600.0,2400.0,3600.0,2400.0,2400.0,2400.0,3600.0,3600.0,5400.0,3600.0,2900.0,6600.0,8100.0,2900.0,5400.0,3600.0,3600.0,2400.0,5400.0,2400.0,1300.0,1300.0,3600.0,6600.0,9900.0,3600.0,5400.0,1000.0,1600.0,1000.0,1900.0,1300.0,2400.0,5400.0,5400.0,9900.0,12100.0,4400.0,6600.0,6600.0,4400.0,2900.0,6600.0
astronomy,places,autre,observatoire de meudon,3600.0,50%,24%,Low,0.0,0.29,0.67,,,,,,2900.0,2400.0,1600.0,1900.0,1600.0,3600.0,1900.0,2400.0,1600.0,1600.0,1600.0,1300.0,1900.0,2400.0,1900.0,2400.0,3600.0,4400.0,2400.0,2900.0,2400.0,2400.0,1600.0,2400.0,2400.0,1600.0,1000.0,4400.0,3600.0,3600.0,3600.0,4400.0,2900.0,1900.0,1900.0,2400.0,2900.0,4400.0,4400.0,4400.0,3600.0,5400.0,3600.0,4400.0,4400.0,2900.0,2400.0,2900.0,3600.0
observable objects,eclipses,autre,eclipse de lune,1900.0,-21%,-34%,Low,1.0,,,,,,,,27100.0,1600.0,1300.0,1600.0,2400.0,823000.0,8100.0,1600.0,1300.0,1600.0,1600.0,74000.0,3600.0,3600.0,2400.0,2400.0,2900.0,135000.0,3600.0,2900.0,2900.0,2900.0,3600.0,14800.0,2900.0,4400.0,6600.0,5400.0,9900.0,12100.0,2900.0,2400.0,2400.0,4400.0,2900.0,2900.0,2900.0,3600.0,5400.0,8100.0,4400.0,1300.0,1900.0,1600.0,2400.0,8100.0,2400.0,2900.0,1900.0
observable objects,constellations,autre,galaxie andromède,2400.0,-17%,-17%,Low,0.0,,,,,,,,2900.0,1600.0,1300.0,1300.0,1300.0,1600.0,3600.0,1900.0,1600.0,2900.0,1300.0,1600.0,1600.0,1600.0,1600.0,1300.0,1600.0,1900.0,4400.0,3600.0,2900.0,1900.0,2400.0,2900.0,1900.0,2400.0,2900.0,2900.0,2900.0,4400.0,4400.0,3600.0,2900.0,3600.0,3600.0,3600.0,2900.0,3600.0,3600.0,2900.0,2400.0,2900.0,4400.0,3600.0,3600.0,2900.0,2900.0,2900.0,2400.0
astronomy,european space agency,autre,agence spatiale européenne,2900.0,0%,-64%,Low,0.0,,,,,,,,2900.0,1900.0,2400.0,1900.0,1600.0,1900.0,1900.0,1900.0,2900.0,2400.0,2400.0,2900.0,2400.0,3600.0,2400.0,2400.0,1900.0,2400.0,2400.0,2400.0,2400.0,2900.0,2400.0,2900.0,2900.0,4400.0,3600.0,4400.0,2900.0,2400.0,2400.0,2900.0,2900.0,2900.0,2900.0,2900.0,8100.0,4400.0,8100.0,5400.0,3600.0,2400.0,1900.0,3600.0,2900.0,3600.0,2900.0,2900.0,2900.0
observable objects,constellations,autre,petite ourse,2900.0,0%,53%,Low,0.0,,,,,,,,3600.0,1000.0,1600.0,1600.0,1900.0,5400.0,14800.0,2900.0,1900.0,1300.0,1600.0,1300.0,2400.0,1600.0,1000.0,1300.0,3600.0,6600.0,9900.0,2400.0,1600.0,1300.0,2400.0,2900.0,2400.0,2400.0,4400.0,5400.0,3600.0,18100.0,18100.0,3600.0,1600.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,3600.0,5400.0,9900.0,3600.0,2900.0,1900.0,2900.0,2900.0,2900.0
orientation,astrophotography,autre,photo trou noir,2400.0,-17%,-33%,Low,2.0,,,,,,,,5400.0,590.0,320.0,590.0,320.0,390.0,390.0,390.0,390.0,390.0,320.0,590.0,480.0,590.0,165000.0,6600.0,6600.0,6600.0,8100.0,4400.0,4400.0,3600.0,3600.0,4400.0,3600.0,5400.0,4400.0,3600.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,3600.0,2900.0,3600.0,4400.0,3600.0,2900.0,2900.0,2900.0,2400.0,2400.0,2400.0,2400.0,2900.0,2900.0,2400.0
transac,telescopes,autre,télescope débutant,2400.0,-76%,-33%,High,100.0,0.15,0.39,2%,,,,,2900.0,320.0,390.0,390.0,390.0,1000.0,1600.0,880.0,1300.0,2400.0,1900.0,590.0,590.0,480.0,480.0,720.0,1000.0,1600.0,1300.0,1000.0,720.0,2900.0,2400.0,880.0,720.0,590.0,1900.0,1900.0,1900.0,2900.0,2400.0,1900.0,3600.0,12100.0,12100.0,4400.0,3600.0,3600.0,3600.0,3600.0,2400.0,2400.0,3600.0,4400.0,5400.0,12100.0,9900.0,2900.0,2400.0
astronomy,places,autre,la cité de lespace,6600.0,50%,247%,Low,9.0,0.13,0.4,,,,,,4400.0,3600.0,4400.0,3600.0,1900.0,4400.0,6600.0,2400.0,3600.0,2400.0,2400.0,2400.0,3600.0,3600.0,5400.0,3600.0,2900.0,6600.0,8100.0,2900.0,5400.0,3600.0,3600.0,2400.0,5400.0,2400.0,1300.0,1300.0,3600.0,6600.0,9900.0,3600.0,5400.0,1000.0,1600.0,1000.0,1900.0,1300.0,2400.0,5400.0,5400.0,9900.0,12100.0,4400.0,6600.0,6600.0,4400.0,2900.0,6600.0
observable objects,planets,autre,perseverance mars,2900.0,21%,-99%,Low,0.0,,,,,,,,8100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,170.0,2400.0,1300.0,480.0,390.0,390.0,480.0,1600.0,246000.0,40500.0,22200.0,9900.0,5400.0,2900.0,2900.0,3600.0,3600.0,2400.0,2400.0,2900.0,2900.0
observable objects,planets,autre,planetes gazeuse,1900.0,-21%,-47%,Low,0.0,,,,,,,,2900.0,1900.0,1600.0,1900.0,1300.0,880.0,1300.0,8100.0,3600.0,2900.0,2400.0,3600.0,1900.0,2400.0,1900.0,2400.0,1900.0,1000.0,1600.0,5400.0,2900.0,2400.0,2400.0,2900.0,2400.0,4400.0,4400.0,4400.0,2900.0,1600.0,1600.0,5400.0,2900.0,3600.0,2900.0,2900.0,3600.0,3600.0,4400.0,3600.0,2400.0,1300.0,1600.0,4400.0,3600.0,2900.0,2400.0,2900.0,1900.0
astronomy,space station,autre,gibbeuse décroissante,590.0,436%,321%,Low,0.0,,,,,,,,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,90.0,90.0,70.0,210.0,50.0,40.0,50.0,260.0,110.0,90.0,110.0,140.0,390.0,140.0,110.0,210.0,320.0,390.0,170.0,170.0,320.0,140.0,140.0,140.0,140.0,210.0,140.0,260.0,260.0,170.0,110.0,90.0,110.0,140.0,110.0,140.0,110.0,2900.0,590.0
observable objects,stars,autre,etoile du nord,3600.0,0%,0%,Low,0.0,,,,,,,,4400.0,2900.0,2900.0,3600.0,3600.0,5400.0,8100.0,2900.0,2900.0,2900.0,2900.0,3600.0,4400.0,2900.0,2400.0,2900.0,3600.0,5400.0,5400.0,3600.0,3600.0,3600.0,3600.0,4400.0,3600.0,3600.0,8100.0,5400.0,2900.0,6600.0,9900.0,4400.0,3600.0,2900.0,3600.0,2900.0,3600.0,4400.0,2400.0,2400.0,2900.0,3600.0,6600.0,4400.0,3600.0,3600.0,3600.0,2900.0,3600.0
observable objects,planets,autre,planète mercure,2400.0,0%,-33%,Low,22.0,,,,,,,,4400.0,1600.0,1300.0,1600.0,1000.0,880.0,880.0,2400.0,2400.0,1900.0,1300.0,1600.0,1300.0,1300.0,1000.0,1300.0,1600.0,1300.0,1300.0,3600.0,2900.0,90500.0,2400.0,3600.0,2400.0,2900.0,2900.0,2900.0,1900.0,1600.0,1600.0,3600.0,2900.0,3600.0,2900.0,3600.0,3600.0,3600.0,2400.0,2900.0,2400.0,1300.0,1600.0,3600.0,3600.0,2900.0,2400.0,2900.0,2400.0
observable objects,moon,autre,face cachée de la lune,2400.0,-33%,-17%,Low,0.0,,,,,,,,2900.0,1900.0,1600.0,2900.0,1600.0,2400.0,1900.0,1300.0,1600.0,1300.0,5400.0,22200.0,4400.0,2400.0,1600.0,1900.0,2400.0,5400.0,2400.0,2900.0,2400.0,2400.0,2400.0,2900.0,1900.0,1900.0,3600.0,3600.0,2400.0,1900.0,2400.0,2400.0,2400.0,2400.0,2900.0,2400.0,2900.0,2400.0,2900.0,2900.0,1900.0,2400.0,2400.0,1600.0,1900.0,2400.0,3600.0,2900.0,2400.0
orientation,simulation,autre,iss en direct,1600.0,-16%,-16%,Low,0.0,0.01,0.04,,,,,,3600.0,720.0,720.0,720.0,880.0,1000.0,1600.0,1000.0,720.0,720.0,720.0,720.0,590.0,720.0,720.0,720.0,720.0,1600.0,1300.0,1000.0,880.0,720.0,1000.0,1300.0,1000.0,1900.0,3600.0,6600.0,3600.0,5400.0,5400.0,2900.0,1900.0,2900.0,2400.0,1900.0,1900.0,2900.0,49500.0,27100.0,9900.0,8100.0,5400.0,5400.0,3600.0,8100.0,1900.0,2400.0,1600.0
orientation,ephemeris,autre,ephéméride calendrier,1600.0,-33%,0%,High,100.0,0.09,1.84,,,,,,1900.0,1300.0,1000.0,1300.0,1300.0,1300.0,1300.0,1600.0,4400.0,2900.0,6600.0,3600.0,1000.0,880.0,720.0,720.0,880.0,1000.0,1000.0,1300.0,1600.0,1900.0,2900.0,2400.0,1300.0,1000.0,1600.0,1300.0,1300.0,1300.0,1300.0,1300.0,1300.0,1900.0,3600.0,3600.0,1600.0,1600.0,1900.0,2400.0,1600.0,1600.0,1900.0,1600.0,1900.0,1900.0,2400.0,2400.0,1600.0
orientation,astrophotography,autre,astrographie,1900.0,0%,0%,High,100.0,0.28,3.67,< 1%,,,,,2400.0,1600.0,1600.0,1300.0,1300.0,2900.0,4400.0,2900.0,1900.0,1900.0,2400.0,1900.0,1600.0,1600.0,1300.0,1300.0,1600.0,2900.0,4400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,1900.0,4400.0,3600.0,2900.0,5400.0,4400.0,2900.0,1900.0,2900.0,3600.0,2400.0,1900.0,2400.0,2400.0,1900.0,1900.0,2400.0,3600.0,2400.0,1900.0,1900.0,1900.0,2400.0,1900.0
observable objects,planets,autre,mercure peyragudes,1600.0,0%,841%,Low,6.0,0.26,0.53,,,,,,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,140.0,320.0,320.0,390.0,170.0,110.0,90.0,320.0,480.0,590.0,390.0,320.0,480.0,880.0,1600.0,2400.0,1600.0
observable objects,stars,autre,capella,1900.0,0%,0%,Low,0.0,,,,,,,,1900.0,1900.0,1900.0,1900.0,1900.0,1600.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1600.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,2400.0,2400.0,2400.0,2900.0,2400.0,1900.0,1900.0,1900.0,2400.0,2400.0,2400.0,1900.0,2400.0,1900.0,2400.0,1900.0,1900.0,1900.0,1900.0,1900.0,2400.0,2400.0,2400.0,1900.0,2400.0,1900.0
observable objects,planets,autre,hotel mercure les arcs 1800,2900.0,81%,1015%,Low,12.0,0.14,0.81,,,,,,480.0,260.0,110.0,40.0,170.0,480.0,390.0,260.0,170.0,320.0,480.0,590.0,480.0,480.0,140.0,70.0,90.0,170.0,210.0,320.0,390.0,590.0,590.0,720.0,590.0,390.0,50.0,90.0,320.0,880.0,880.0,260.0,390.0,260.0,260.0,320.0,260.0,170.0,140.0,260.0,390.0,720.0,590.0,260.0,480.0,1000.0,1600.0,2400.0,2900.0
observable objects,constellations,autre,la petite ourse,2400.0,26%,50%,Low,2.0,0.43,1.43,,,,,,1900.0,880.0,880.0,1000.0,1000.0,2400.0,5400.0,1600.0,1000.0,880.0,1000.0,1000.0,1600.0,1000.0,880.0,1000.0,1900.0,2900.0,4400.0,1900.0,1300.0,1300.0,1600.0,1900.0,1900.0,1600.0,1900.0,2400.0,1900.0,5400.0,6600.0,1900.0,1600.0,1600.0,1300.0,1600.0,1600.0,1600.0,1300.0,1300.0,1900.0,2900.0,4400.0,1900.0,2400.0,1600.0,1900.0,2400.0,2400.0
observable objects,moon,autre,cycle lune,1900.0,0%,-21%,Low,1.0,0.49,0.85,,,,,,1900.0,1000.0,1000.0,1300.0,1000.0,1300.0,1600.0,1300.0,1300.0,1300.0,1000.0,1600.0,1300.0,1300.0,1300.0,1600.0,1600.0,1900.0,2400.0,1900.0,1900.0,1900.0,1600.0,1900.0,1600.0,1900.0,2900.0,3600.0,2400.0,2900.0,3600.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,1900.0,2400.0,2900.0,2400.0,2400.0,1900.0,1900.0,2400.0,1900.0
orientation,ephemeris,autre,calendrier ephemeride,1000.0,-58%,14%,High,100.0,0.11,0.7,,,,,,1000.0,590.0,590.0,480.0,480.0,590.0,720.0,880.0,880.0,1000.0,1300.0,1600.0,720.0,720.0,720.0,880.0,720.0,1000.0,1000.0,1000.0,1000.0,1300.0,1900.0,2400.0,1000.0,1000.0,1000.0,880.0,880.0,880.0,880.0,1000.0,1300.0,1900.0,2400.0,2400.0,880.0,880.0,720.0,720.0,720.0,720.0,1000.0,1000.0,1300.0,1600.0,2400.0,2400.0,1000.0
transac,space telescopes,autre,johannes kepler,1600.0,-33%,0%,Low,0.0,,,,,,,,1600.0,1000.0,880.0,1300.0,1000.0,720.0,720.0,1600.0,1600.0,1600.0,1300.0,1600.0,1300.0,2900.0,1600.0,1300.0,1000.0,720.0,880.0,1300.0,1300.0,1600.0,1600.0,1600.0,1600.0,2400.0,2400.0,1900.0,1600.0,880.0,4400.0,1600.0,1600.0,2400.0,1600.0,1900.0,1600.0,2400.0,1900.0,2400.0,1600.0,880.0,1000.0,4400.0,1900.0,1900.0,2400.0,2400.0,1600.0
observable objects,sun,autre,lune et soleil,1900.0,0%,19%,Medium,51.0,0.22,0.25,,,,,,1600.0,1600.0,1300.0,1300.0,1300.0,1000.0,880.0,1300.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1300.0,1300.0,1300.0,1300.0,1600.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1600.0,1900.0,1600.0,1600.0,1300.0,1600.0,1900.0,1900.0,1600.0,1600.0,1900.0,1600.0,1900.0,1600.0,1600.0,1600.0,1300.0,1600.0,1900.0,2400.0,2400.0,1900.0,2400.0,1900.0
orientation,astrophotography,autre,astrophoto,1900.0,0%,0%,High,100.0,0.28,3.67,< 1%,,,,,2400.0,1600.0,1600.0,1300.0,1300.0,2900.0,4400.0,2900.0,1900.0,1900.0,2400.0,1900.0,1600.0,1600.0,1300.0,1300.0,1600.0,2900.0,4400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,1900.0,4400.0,3600.0,2900.0,5400.0,4400.0,2900.0,1900.0,2900.0,3600.0,2400.0,1900.0,2400.0,2400.0,1900.0,1900.0,2400.0,3600.0,2400.0,1900.0,1900.0,1900.0,2400.0,1900.0
astronomy,spaceships,autre,ingenuity,1900.0,0%,-65%,Medium,58.0,0.04,0.21,,,,,,3600.0,720.0,590.0,720.0,720.0,880.0,1000.0,1000.0,1000.0,880.0,720.0,1000.0,880.0,1000.0,880.0,880.0,880.0,880.0,720.0,880.0,880.0,1000.0,1000.0,1300.0,1000.0,880.0,880.0,1300.0,1000.0,1600.0,1000.0,720.0,880.0,1000.0,1000.0,1000.0,5400.0,5400.0,74000.0,14800.0,6600.0,3600.0,2900.0,2900.0,2400.0,1900.0,1900.0,2400.0,1900.0
observable objects,planets,autre,mars 2020,1000.0,14%,-93%,Low,0.0,,,,,,,,3600.0,390.0,320.0,480.0,390.0,320.0,320.0,320.0,480.0,880.0,480.0,590.0,720.0,1000.0,880.0,2400.0,1600.0,1900.0,1900.0,3600.0,4400.0,4400.0,5400.0,9900.0,22200.0,27100.0,8100.0,4400.0,3600.0,6600.0,2900.0,1900.0,1900.0,1900.0,1600.0,2400.0,14800.0,5400.0,2900.0,2900.0,1600.0,1000.0,1000.0,1000.0,1000.0,1000.0,880.0,2400.0,1000.0
observable objects,stars,autre,une etoile,1900.0,-47%,0%,Medium,55.0,0.36,1.04,,,,,,1900.0,1000.0,1000.0,1000.0,1000.0,1300.0,1900.0,1600.0,1600.0,1300.0,1600.0,1300.0,1000.0,1000.0,1000.0,1000.0,1300.0,1300.0,1600.0,1900.0,1900.0,2400.0,2900.0,2400.0,1900.0,2400.0,2900.0,2400.0,1900.0,1900.0,2400.0,2400.0,2400.0,2900.0,3600.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1600.0,1900.0,1900.0,2400.0,2400.0,3600.0,2400.0,1900.0
observable objects,stars,autre,étoile à neutron,1900.0,0%,0%,Low,0.0,,,,,,,,1900.0,1600.0,1300.0,1600.0,1300.0,3600.0,1600.0,1900.0,1300.0,1000.0,1300.0,1600.0,1000.0,1300.0,1900.0,2400.0,1600.0,1600.0,2900.0,2900.0,1900.0,1900.0,1600.0,2400.0,1900.0,2400.0,1900.0,1900.0,2400.0,1300.0,1300.0,1900.0,1600.0,1900.0,1600.0,1600.0,1900.0,1900.0,2900.0,1900.0,1900.0,1600.0,1300.0,1600.0,1600.0,1600.0,1900.0,2400.0,1900.0
transac,telescope generic,autre,telescop,2400.0,50%,50%,Medium,65.0,0.22,1.46,,,,,,1000.0,390.0,480.0,320.0,390.0,480.0,480.0,390.0,590.0,720.0,590.0,480.0,480.0,480.0,480.0,590.0,720.0,880.0,480.0,1000.0,1000.0,1000.0,880.0,1000.0,1300.0,1000.0,1300.0,1000.0,1300.0,1300.0,1000.0,1600.0,1600.0,1900.0,1600.0,1600.0,1600.0,1900.0,1600.0,1600.0,1600.0,1300.0,880.0,1600.0,1900.0,1900.0,1600.0,2400.0,2400.0
brands,high-end brands,unistellar,unistellar,1600.0,-16%,60%,High,99.0,2.47,4.06,86%,,,Y,,1300.0,590.0,390.0,590.0,590.0,480.0,590.0,480.0,590.0,720.0,390.0,590.0,480.0,720.0,1000.0,1300.0,720.0,880.0,720.0,1000.0,880.0,720.0,720.0,590.0,880.0,1900.0,1000.0,1000.0,3600.0,1900.0,2900.0,1300.0,1300.0,4400.0,1600.0,1300.0,1000.0,1300.0,1300.0,1300.0,1000.0,1300.0,1900.0,2400.0,1300.0,5400.0,1900.0,2400.0,1600.0
observable objects,constellations,autre,les constellations,1900.0,0%,0%,Medium,62.0,0.27,1.47,,,,,,1900.0,1600.0,1300.0,1300.0,1300.0,1900.0,4400.0,1600.0,1600.0,1300.0,1600.0,1600.0,1600.0,1600.0,1300.0,1300.0,1900.0,2900.0,3600.0,1900.0,1600.0,1600.0,1900.0,2400.0,1900.0,2900.0,2900.0,2400.0,1600.0,3600.0,4400.0,1900.0,1600.0,1900.0,1900.0,1900.0,1900.0,1900.0,1600.0,1600.0,1600.0,1900.0,2900.0,1900.0,1900.0,1900.0,1900.0,2400.0,1900.0
observable objects,planets,autre,toutes les planètes,1900.0,0%,-34%,Medium,65.0,,,,,,,,1600.0,880.0,880.0,880.0,720.0,1000.0,880.0,1600.0,1000.0,1000.0,1000.0,1000.0,880.0,880.0,880.0,1000.0,1000.0,1000.0,1000.0,2400.0,1600.0,1900.0,1600.0,1900.0,1900.0,2400.0,2900.0,2400.0,1900.0,1600.0,1600.0,2400.0,1900.0,1900.0,2400.0,2400.0,2900.0,2400.0,2400.0,2400.0,1600.0,1300.0,1300.0,2400.0,1900.0,1900.0,1900.0,2400.0,1900.0
brands,low-cost brands,yonis,yonisshop,1600.0,-45%,-33%,High,79.0,0.13,0.44,,,,,,1900.0,2400.0,1600.0,1300.0,1300.0,1900.0,1600.0,1600.0,1600.0,1900.0,2900.0,2900.0,1900.0,1900.0,1300.0,1300.0,1600.0,1600.0,1300.0,1600.0,1900.0,1600.0,2400.0,2400.0,1900.0,1300.0,1900.0,2400.0,2400.0,2400.0,1900.0,1600.0,1600.0,2900.0,5400.0,2900.0,2400.0,1900.0,1600.0,1600.0,1600.0,1300.0,1300.0,1600.0,1600.0,2400.0,2900.0,2400.0,1600.0
observable objects,sun,autre,masse soleil,1300.0,-19%,-19%,Low,0.0,,,,,,,,1300.0,1600.0,1300.0,1300.0,720.0,320.0,390.0,1000.0,880.0,1000.0,1000.0,1600.0,1000.0,1900.0,1600.0,1600.0,880.0,590.0,880.0,1000.0,1000.0,1300.0,1300.0,1600.0,1300.0,1900.0,1600.0,1300.0,880.0,480.0,390.0,880.0,1000.0,1900.0,1600.0,1900.0,1600.0,1900.0,1600.0,1600.0,1000.0,390.0,480.0,880.0,1000.0,1600.0,1600.0,2400.0,1300.0
observable objects,sun,autre,soleil de minuit,1900.0,-21%,19%,Low,27.0,0.57,2.33,,,,,,1900.0,2900.0,4400.0,4400.0,3600.0,2400.0,1900.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1300.0,1600.0,2400.0,2400.0,1900.0,1300.0,1600.0,1900.0,1900.0,2400.0,1900.0,1600.0,1900.0,2400.0,1600.0,1600.0,2400.0,1300.0,1300.0,1900.0,1900.0,2400.0,1600.0,1900.0,1900.0,1600.0,1900.0,1600.0,2400.0,1900.0,2400.0,1900.0,2400.0,2400.0,1900.0
observable objects,constellations,autre,constellation vierge,2400.0,0%,0%,Medium,62.0,,,,,,,,1900.0,720.0,880.0,720.0,590.0,880.0,1000.0,880.0,720.0,590.0,720.0,880.0,880.0,1000.0,1000.0,880.0,1300.0,2400.0,2900.0,2400.0,1900.0,1900.0,1900.0,2400.0,2400.0,1900.0,2900.0,2400.0,2400.0,2900.0,3600.0,2900.0,2400.0,1900.0,2900.0,2900.0,2400.0,2400.0,1900.0,1900.0,2400.0,2400.0,3600.0,2900.0,2400.0,2400.0,2400.0,2400.0,2400.0
brands,high-end brands,zeiss,anti buee zeiss,1300.0,30%,-55%,High,100.0,0.12,1.4,,,,,,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,720.0,480.0,590.0,880.0,2900.0,1900.0,880.0,480.0,210.0,210.0,140.0,260.0,260.0,1300.0,1000.0,2400.0,1300.0
observable objects,asteroids,autre,ceinture d asteroides,1600.0,-16%,-16%,Low,1.0,,,,,,,,1900.0,1300.0,1300.0,1600.0,1000.0,720.0,1000.0,2900.0,1600.0,1600.0,1300.0,1900.0,1000.0,1300.0,1000.0,1300.0,1000.0,880.0,1600.0,2900.0,1900.0,1900.0,2400.0,2400.0,1900.0,2400.0,2400.0,2400.0,1600.0,1300.0,1600.0,2400.0,1900.0,2400.0,1900.0,2400.0,1900.0,2400.0,1900.0,2400.0,1600.0,880.0,1600.0,2900.0,2400.0,2400.0,1900.0,2400.0,1600.0
orientation,ephemeris,autre,bloc ephemeride 2022,590.0,-69%,∞,High,100.0,0.13,1.02,,,,,,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,170.0,320.0,590.0,880.0,1900.0,2400.0,590.0
observable objects,constellations,autre,constellations vierge,2400.0,0%,0%,Medium,62.0,,,,,,,,1900.0,720.0,880.0,720.0,590.0,880.0,1000.0,880.0,720.0,590.0,720.0,880.0,880.0,1000.0,1000.0,880.0,1300.0,2400.0,2900.0,2400.0,1900.0,1900.0,1900.0,2400.0,2400.0,1900.0,2900.0,2400.0,2400.0,2900.0,3600.0,2900.0,2400.0,1900.0,2900.0,2900.0,2400.0,2400.0,1900.0,1900.0,2400.0,2400.0,3600.0,2900.0,2400.0,2400.0,2400.0,2400.0,2400.0
observable objects,comets,autre,la comète,2900.0,81%,504%,Low,0.0,,,,,,,,880.0,720.0,880.0,720.0,720.0,590.0,590.0,720.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,720.0,720.0,590.0,590.0,880.0,880.0,880.0,720.0,880.0,880.0,590.0,480.0,390.0,720.0,5400.0,880.0,880.0,720.0,390.0,480.0,390.0,480.0,590.0,480.0,590.0,880.0,880.0,880.0,1000.0,1000.0,1300.0,1600.0,2400.0,2900.0
