Intentions,Topics,Subtopics,Keyword,Volume,Three month change,YoY change,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Avg. monthly searches,Mar 2018,Apr 2018,May 2018,Jun 2018,Jul 2018,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019,Jan 2020,Feb 2020,Mar 2020,Apr 2020,May 2020,Jun 2020,Jul 2020,Aug 2020,Sep 2020,Oct 2020,Nov 2020,Dec 2020,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021,Nov 2021,Dec 2021,Jan 2022,Feb 2022
observable objects,planets,other,mercure philharmonie,260.0,24%,420%,Low,4.0,0.47,1.35,,,,,,110.0,140.0,140.0,90.0,110.0,50.0,30.0,50.0,70.0,70.0,70.0,110.0,70.0,90.0,140.0,170.0,110.0,90.0,70.0,90.0,140.0,110.0,40.0,70.0,140.0,90.0,20.0,20.0,70.0,40.0,50.0,70.0,70.0,30.0,50.0,70.0,50.0,70.0,50.0,140.0,170.0,170.0,140.0,260.0,390.0,390.0,210.0,260.0,260.0
observable objects,stars,other,constellation lyre,260.0,0%,24%,Medium,48.0,,,,,,,,390.0,90.0,390.0,90.0,110.0,140.0,320.0,110.0,110.0,90.0,90.0,90.0,90.0,90.0,170.0,110.0,170.0,260.0,320.0,210.0,170.0,170.0,210.0,210.0,140.0,260.0,8100.0,480.0,260.0,390.0,480.0,320.0,170.0,260.0,320.0,210.0,210.0,260.0,1000.0,260.0,210.0,260.0,480.0,260.0,260.0,210.0,260.0,260.0,260.0
observable objects,moon,other,lune autour de la terre,140.0,0%,-33%,Low,0.0,,,,,,,,210.0,110.0,140.0,110.0,90.0,260.0,170.0,170.0,140.0,110.0,140.0,210.0,140.0,140.0,90.0,110.0,140.0,210.0,260.0,170.0,170.0,140.0,110.0,170.0,210.0,260.0,480.0,480.0,210.0,210.0,260.0,210.0,210.0,210.0,170.0,170.0,210.0,260.0,260.0,260.0,170.0,210.0,210.0,170.0,210.0,170.0,140.0,260.0,140.0
observable objects,moon,other,lune et jardin,480.0,243%,-45%,Low,2.0,0.14,0.74,,,,,,880.0,1000.0,1900.0,1900.0,1300.0,720.0,720.0,720.0,590.0,320.0,320.0,320.0,480.0,1000.0,1600.0,1900.0,880.0,590.0,480.0,480.0,390.0,260.0,210.0,590.0,1000.0,1600.0,3600.0,2900.0,1600.0,880.0,720.0,590.0,480.0,480.0,260.0,480.0,880.0,1600.0,2400.0,1900.0,880.0,590.0,480.0,390.0,390.0,260.0,140.0,260.0,480.0
observable objects,planets,other,venus etoile du berger,260.0,-19%,53%,Low,2.0,,,,,,,,390.0,110.0,210.0,260.0,390.0,720.0,1000.0,320.0,170.0,170.0,210.0,210.0,140.0,170.0,90.0,110.0,210.0,480.0,390.0,170.0,110.0,140.0,480.0,480.0,390.0,720.0,1600.0,1000.0,210.0,720.0,1000.0,480.0,210.0,260.0,260.0,170.0,170.0,210.0,170.0,210.0,260.0,390.0,720.0,480.0,390.0,390.0,320.0,260.0,260.0
observable objects,galaxies,other,m31 galaxie,210.0,-19%,-56%,Medium,42.0,,,,,,,,260.0,10.0,20.0,20.0,20.0,50.0,170.0,70.0,50.0,30.0,20.0,30.0,20.0,30.0,20.0,30.0,50.0,110.0,320.0,110.0,90.0,30.0,20.0,20.0,40.0,70.0,90.0,70.0,170.0,720.0,1000.0,720.0,480.0,720.0,590.0,390.0,480.0,320.0,260.0,260.0,260.0,390.0,880.0,590.0,480.0,320.0,260.0,260.0,210.0
NA,NA,other,tiangong 3,170.0,0%,55%,Low,0.0,,,,,,,,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,50.0,90.0,70.0,50.0,70.0,140.0,70.0,50.0,50.0,50.0,50.0,70.0,30.0,50.0,70.0,320.0,260.0,70.0,70.0,110.0,70.0,90.0,140.0,140.0,110.0,320.0,1000.0,480.0,320.0,140.0,110.0,260.0,320.0,320.0,170.0,260.0,170.0
observable objects,stars,other,constellation grand ours,320.0,23%,52%,Low,13.0,,,,,,,,210.0,70.0,90.0,90.0,110.0,210.0,390.0,140.0,110.0,90.0,110.0,110.0,140.0,170.0,90.0,70.0,140.0,320.0,390.0,170.0,170.0,140.0,170.0,210.0,260.0,210.0,320.0,320.0,210.0,1000.0,720.0,170.0,170.0,140.0,170.0,210.0,210.0,210.0,170.0,210.0,170.0,320.0,390.0,260.0,260.0,260.0,260.0,260.0,320.0
observable objects,moon,other,cycles lunaires,170.0,0%,-19%,Low,0.0,,,,,,,,210.0,170.0,110.0,140.0,170.0,170.0,170.0,170.0,170.0,140.0,170.0,170.0,210.0,170.0,110.0,170.0,170.0,210.0,260.0,170.0,210.0,210.0,210.0,260.0,170.0,210.0,320.0,320.0,210.0,260.0,320.0,320.0,260.0,320.0,260.0,210.0,210.0,210.0,210.0,170.0,140.0,170.0,210.0,210.0,210.0,170.0,170.0,260.0,170.0
space,people,other,astronaute chinois,260.0,-19%,-33%,Low,5.0,,,,,,,,260.0,170.0,140.0,170.0,140.0,140.0,140.0,110.0,140.0,110.0,390.0,390.0,210.0,260.0,210.0,170.0,170.0,320.0,260.0,170.0,170.0,170.0,260.0,210.0,170.0,210.0,260.0,590.0,390.0,210.0,210.0,170.0,210.0,210.0,390.0,260.0,390.0,320.0,1000.0,590.0,720.0,320.0,320.0,390.0,480.0,480.0,320.0,260.0,260.0
observable objects,planets,other,mercure promenade des anglais,480.0,129%,85%,Low,11.0,0.21,1.58,,,,,,210.0,170.0,170.0,140.0,170.0,170.0,210.0,170.0,170.0,140.0,90.0,140.0,210.0,210.0,170.0,210.0,210.0,170.0,210.0,210.0,210.0,140.0,140.0,260.0,210.0,70.0,40.0,30.0,170.0,390.0,390.0,210.0,170.0,110.0,170.0,170.0,260.0,140.0,170.0,260.0,320.0,390.0,480.0,390.0,320.0,260.0,210.0,260.0,480.0
observable objects,planets,other,exoplanète nom,90.0,-85%,200%,Low,0.0,,,,,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,110.0,90.0,30.0,10.0,40.0,30.0,30.0,30.0,40.0,10.0,20.0,90.0,390.0,260.0,480.0,590.0,260.0,90.0
observable objects,sun,other,distance lune soleil,140.0,-33%,-64%,Low,0.0,,,,,,,,260.0,260.0,170.0,210.0,140.0,170.0,170.0,720.0,210.0,260.0,260.0,480.0,260.0,260.0,210.0,260.0,170.0,320.0,260.0,260.0,210.0,210.0,260.0,320.0,320.0,390.0,390.0,480.0,210.0,170.0,170.0,260.0,260.0,320.0,210.0,260.0,390.0,260.0,320.0,260.0,140.0,110.0,140.0,210.0,260.0,260.0,210.0,260.0,140.0
observable objects,stars,other,constellation du centaure,260.0,0%,24%,Low,0.0,,,,,,,,170.0,170.0,140.0,140.0,110.0,140.0,210.0,90.0,110.0,110.0,170.0,170.0,110.0,110.0,140.0,110.0,140.0,140.0,260.0,170.0,170.0,170.0,110.0,210.0,170.0,210.0,320.0,260.0,170.0,260.0,260.0,260.0,170.0,210.0,210.0,260.0,210.0,320.0,320.0,210.0,140.0,170.0,170.0,170.0,210.0,170.0,260.0,260.0,260.0
observable objects,planets,other,résidence mercure paris la défense grande arche,320.0,0%,129%,Low,5.0,0.59,1.52,,,,,,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,320.0,90.0,20.0,30.0,70.0,30.0,50.0,170.0,210.0,70.0,140.0,90.0,140.0,50.0,90.0,170.0,260.0,260.0,260.0,390.0,390.0,320.0,320.0,260.0,320.0
observable objects,asteroids,other,apophis 2036,90.0,-18%,-57%,Low,0.0,,,,,,,,210.0,170.0,90.0,140.0,50.0,90.0,90.0,90.0,140.0,40.0,40.0,210.0,170.0,170.0,170.0,590.0,320.0,260.0,480.0,320.0,210.0,210.0,320.0,210.0,210.0,720.0,480.0,390.0,260.0,210.0,260.0,170.0,140.0,210.0,590.0,480.0,210.0,390.0,170.0,110.0,260.0,260.0,140.0,140.0,70.0,170.0,110.0,260.0,90.0
observable objects,milky way,other,diametre de la voie lactee,210.0,24%,-19%,Low,0.0,,,,,,,,210.0,210.0,210.0,210.0,70.0,50.0,70.0,720.0,210.0,320.0,170.0,320.0,210.0,170.0,210.0,210.0,90.0,70.0,70.0,390.0,210.0,170.0,170.0,260.0,170.0,480.0,320.0,320.0,210.0,70.0,70.0,390.0,260.0,320.0,170.0,210.0,260.0,320.0,320.0,260.0,170.0,70.0,110.0,480.0,260.0,260.0,170.0,260.0,210.0
observable objects,solar system,other,diamètre du système solaire,170.0,0%,-19%,Low,0.0,,,,,,,,210.0,210.0,170.0,260.0,140.0,30.0,70.0,880.0,260.0,320.0,260.0,480.0,210.0,210.0,170.0,320.0,140.0,40.0,50.0,390.0,260.0,260.0,170.0,320.0,170.0,480.0,320.0,320.0,260.0,70.0,40.0,320.0,260.0,260.0,210.0,210.0,210.0,210.0,260.0,210.0,140.0,40.0,70.0,320.0,210.0,210.0,170.0,260.0,170.0
observable objects,stars,other,trois étoiles alignées,320.0,52%,23%,Low,0.0,,,,,,,,70.0,70.0,50.0,10.0,10.0,10.0,20.0,30.0,30.0,50.0,40.0,70.0,140.0,110.0,50.0,20.0,10.0,10.0,10.0,30.0,20.0,20.0,40.0,170.0,90.0,110.0,140.0,30.0,10.0,20.0,10.0,20.0,20.0,90.0,110.0,170.0,260.0,170.0,90.0,30.0,30.0,10.0,40.0,50.0,110.0,110.0,210.0,260.0,320.0
observable objects,moon,other,lunette astronomique afocale,260.0,86%,0%,Low,18.0,,,,,,,,110.0,10.0,10.0,10.0,10.0,10.0,0.0,20.0,40.0,40.0,20.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,30.0,70.0,50.0,30.0,30.0,10.0,10.0,10.0,30.0,30.0,30.0,40.0,170.0,260.0,390.0,260.0,390.0,260.0,590.0,260.0,320.0,260.0,30.0,30.0,170.0,170.0,260.0,140.0,260.0,260.0
places,places,other,observatoire de paris meudon,210.0,24%,0%,Low,0.0,,,,,,,,210.0,260.0,210.0,260.0,260.0,390.0,260.0,480.0,320.0,260.0,210.0,260.0,170.0,320.0,170.0,140.0,170.0,260.0,170.0,260.0,210.0,210.0,170.0,210.0,260.0,170.0,90.0,260.0,260.0,260.0,260.0,390.0,320.0,140.0,170.0,210.0,210.0,260.0,170.0,140.0,260.0,170.0,140.0,210.0,210.0,210.0,170.0,260.0,210.0
observable objects,planets,other,exploration de mars par perseverance,210.0,24%,∞,Low,0.0,,,,,,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,480.0,260.0,170.0,110.0,140.0,140.0,140.0,170.0,260.0,210.0
observable objects,moon,other,1969 lune,210.0,0%,-34%,Low,0.0,,,,,,,,260.0,170.0,170.0,170.0,170.0,110.0,140.0,260.0,210.0,260.0,320.0,480.0,260.0,320.0,260.0,260.0,390.0,1000.0,590.0,590.0,320.0,320.0,260.0,260.0,260.0,320.0,320.0,390.0,210.0,170.0,140.0,170.0,210.0,260.0,210.0,260.0,320.0,320.0,480.0,320.0,260.0,140.0,110.0,170.0,210.0,170.0,210.0,260.0,210.0
observable objects,planets,other,planètes autour du soleil,170.0,0%,-56%,High,69.0,,,,,,,,210.0,140.0,90.0,110.0,90.0,140.0,140.0,170.0,110.0,140.0,110.0,140.0,90.0,140.0,110.0,110.0,110.0,170.0,170.0,260.0,210.0,170.0,210.0,320.0,170.0,320.0,390.0,390.0,260.0,210.0,210.0,320.0,260.0,260.0,170.0,320.0,390.0,260.0,260.0,260.0,210.0,170.0,210.0,320.0,210.0,320.0,170.0,260.0,170.0
observable objects,planets,other,mercure cdg,320.0,52%,191%,Low,1.0,0.1,0.26,,,,,,260.0,320.0,320.0,320.0,390.0,320.0,210.0,320.0,320.0,320.0,260.0,320.0,260.0,260.0,260.0,260.0,320.0,320.0,260.0,320.0,320.0,320.0,390.0,390.0,320.0,210.0,110.0,140.0,260.0,210.0,260.0,140.0,110.0,90.0,90.0,110.0,110.0,90.0,90.0,140.0,210.0,260.0,210.0,210.0,260.0,260.0,210.0,260.0,320.0
observable objects,moon,other,distance entre la lune et la terre,170.0,-19%,-47%,Low,0.0,,,,,,,,210.0,140.0,110.0,140.0,110.0,210.0,140.0,170.0,140.0,140.0,140.0,210.0,140.0,140.0,110.0,140.0,110.0,320.0,210.0,210.0,210.0,210.0,170.0,210.0,210.0,260.0,390.0,390.0,170.0,170.0,170.0,170.0,210.0,260.0,210.0,210.0,320.0,320.0,480.0,260.0,210.0,320.0,170.0,210.0,260.0,260.0,210.0,260.0,170.0
space,spaceships,other,ariane v,210.0,-64%,-34%,Low,0.0,,,,,,,,260.0,170.0,320.0,140.0,140.0,140.0,110.0,210.0,210.0,170.0,170.0,210.0,210.0,170.0,170.0,170.0,210.0,210.0,210.0,210.0,210.0,390.0,260.0,260.0,210.0,210.0,260.0,320.0,260.0,210.0,260.0,170.0,210.0,260.0,260.0,320.0,320.0,320.0,390.0,390.0,210.0,170.0,140.0,210.0,320.0,210.0,590.0,260.0,210.0
observable objects,moon,other,lune descendante 2021,140.0,-76%,∞,Low,0.0,,,,,,,,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,1300.0,1000.0,1300.0,1000.0,880.0,720.0,590.0,260.0,140.0
observable objects,stars,other,grande ourse et petite ourse,390.0,86%,255%,Low,1.0,,,,,,,,320.0,170.0,210.0,210.0,260.0,590.0,1900.0,390.0,260.0,170.0,140.0,110.0,260.0,110.0,170.0,170.0,390.0,720.0,1000.0,260.0,170.0,210.0,320.0,320.0,320.0,390.0,720.0,390.0,260.0,1300.0,1000.0,140.0,70.0,110.0,110.0,140.0,110.0,140.0,110.0,110.0,110.0,210.0,390.0,390.0,260.0,210.0,210.0,260.0,390.0
observable objects,planets,other,rover sur mars,210.0,0%,-94%,Low,1.0,,,,,,,,260.0,140.0,70.0,70.0,70.0,40.0,90.0,110.0,110.0,140.0,110.0,110.0,210.0,140.0,70.0,90.0,70.0,50.0,90.0,110.0,110.0,140.0,90.0,110.0,110.0,170.0,140.0,140.0,110.0,210.0,140.0,170.0,140.0,110.0,140.0,210.0,3600.0,720.0,390.0,480.0,260.0,140.0,210.0,260.0,210.0,210.0,210.0,260.0,210.0
NA,NA,other,tchouri,140.0,-33%,-56%,Low,15.0,,,,,,,,320.0,390.0,390.0,320.0,260.0,170.0,390.0,390.0,260.0,390.0,1000.0,720.0,320.0,210.0,170.0,260.0,170.0,170.0,210.0,390.0,260.0,480.0,260.0,390.0,210.0,260.0,260.0,320.0,390.0,170.0,170.0,590.0,390.0,260.0,210.0,260.0,320.0,260.0,260.0,260.0,170.0,90.0,260.0,260.0,210.0,260.0,210.0,260.0,140.0
observable objects,planets,other,accor mercure,260.0,24%,86%,Low,1.0,1.51,4.35,,,,,,170.0,170.0,170.0,110.0,110.0,140.0,110.0,110.0,140.0,110.0,140.0,110.0,110.0,140.0,140.0,140.0,140.0,170.0,210.0,260.0,210.0,170.0,170.0,320.0,170.0,140.0,90.0,90.0,170.0,210.0,210.0,170.0,170.0,110.0,110.0,140.0,140.0,170.0,170.0,260.0,210.0,260.0,260.0,260.0,260.0,320.0,210.0,260.0,260.0
observable objects,solar system,other,galaxie système solaire,140.0,-46%,-56%,Low,20.0,,,,,,,,210.0,140.0,90.0,110.0,110.0,90.0,140.0,210.0,110.0,170.0,140.0,170.0,140.0,140.0,170.0,140.0,90.0,110.0,170.0,210.0,140.0,170.0,210.0,210.0,170.0,260.0,260.0,260.0,210.0,170.0,210.0,260.0,260.0,260.0,260.0,260.0,320.0,320.0,260.0,260.0,170.0,170.0,210.0,260.0,210.0,210.0,260.0,260.0,140.0
space,nasa / european space agency,other,pc nasa,210.0,0%,0%,High,100.0,,,,,,,,210.0,110.0,50.0,50.0,70.0,40.0,50.0,70.0,70.0,90.0,70.0,110.0,110.0,110.0,170.0,170.0,170.0,140.0,170.0,170.0,170.0,210.0,260.0,170.0,170.0,140.0,260.0,320.0,320.0,260.0,210.0,320.0,320.0,390.0,390.0,320.0,210.0,260.0,170.0,260.0,210.0,320.0,260.0,260.0,170.0,210.0,210.0,260.0,210.0
space,space telescopes,other,orbite iss,260.0,0%,24%,Low,0.0,,,,,,,,390.0,170.0,140.0,140.0,140.0,210.0,480.0,260.0,210.0,210.0,260.0,210.0,210.0,210.0,170.0,140.0,170.0,390.0,390.0,170.0,170.0,140.0,140.0,210.0,140.0,260.0,480.0,1300.0,480.0,480.0,390.0,210.0,170.0,260.0,320.0,210.0,210.0,320.0,3600.0,1600.0,590.0,590.0,480.0,390.0,320.0,480.0,260.0,260.0,260.0
observable objects,moon,other,lunette apochromatique,210.0,-19%,0%,High,100.0,0.17,0.87,< 1%,,,,,210.0,110.0,110.0,110.0,70.0,140.0,320.0,210.0,140.0,110.0,140.0,140.0,170.0,140.0,110.0,110.0,110.0,140.0,260.0,140.0,210.0,170.0,140.0,170.0,170.0,170.0,320.0,320.0,210.0,320.0,390.0,260.0,260.0,390.0,320.0,260.0,210.0,210.0,210.0,210.0,170.0,170.0,320.0,260.0,260.0,260.0,260.0,260.0,210.0
space,people,other,femme astronaute française,320.0,-18%,-33%,Low,0.0,,,,,,,,260.0,140.0,140.0,90.0,70.0,70.0,70.0,140.0,170.0,210.0,110.0,170.0,90.0,170.0,140.0,70.0,170.0,480.0,140.0,110.0,110.0,480.0,210.0,320.0,170.0,210.0,320.0,260.0,140.0,210.0,390.0,260.0,210.0,260.0,260.0,320.0,480.0,390.0,2400.0,480.0,260.0,260.0,210.0,210.0,260.0,480.0,390.0,260.0,320.0
observable objects,planets,other,les planètes gazeuses,140.0,-18%,-33%,Low,0.0,,,,,,,,210.0,140.0,90.0,170.0,110.0,40.0,40.0,480.0,260.0,210.0,170.0,210.0,170.0,140.0,140.0,170.0,110.0,50.0,40.0,390.0,320.0,320.0,260.0,320.0,210.0,480.0,390.0,390.0,320.0,50.0,70.0,320.0,260.0,260.0,210.0,260.0,210.0,320.0,260.0,320.0,170.0,40.0,40.0,320.0,260.0,210.0,170.0,260.0,140.0
space,giant telescopes,other,elt telescope,210.0,0%,50%,Low,1.0,,,,,,,,140.0,70.0,70.0,90.0,90.0,90.0,70.0,70.0,90.0,50.0,90.0,110.0,90.0,70.0,90.0,70.0,50.0,70.0,110.0,110.0,90.0,90.0,110.0,90.0,210.0,210.0,320.0,170.0,140.0,170.0,140.0,110.0,110.0,140.0,170.0,90.0,140.0,170.0,110.0,140.0,170.0,140.0,140.0,170.0,170.0,140.0,210.0,260.0,210.0
space,nasa / european space agency,other,nasa fr,210.0,-19%,-84%,Low,1.0,,,,,,,,390.0,390.0,390.0,210.0,320.0,390.0,390.0,390.0,480.0,480.0,320.0,390.0,210.0,320.0,210.0,260.0,170.0,170.0,320.0,390.0,170.0,260.0,210.0,260.0,320.0,1300.0,880.0,880.0,260.0,480.0,320.0,260.0,320.0,480.0,480.0,480.0,1300.0,590.0,1300.0,590.0,320.0,170.0,170.0,210.0,260.0,480.0,260.0,260.0,210.0
observable objects,sun,other,le soleil se couche a quelle heure,260.0,24%,53%,Low,0.0,,,,,,,,210.0,210.0,170.0,210.0,140.0,140.0,170.0,140.0,170.0,110.0,90.0,140.0,170.0,320.0,170.0,170.0,140.0,320.0,260.0,90.0,110.0,260.0,390.0,320.0,140.0,320.0,320.0,260.0,140.0,210.0,260.0,210.0,260.0,260.0,170.0,210.0,170.0,260.0,390.0,260.0,170.0,210.0,210.0,210.0,260.0,260.0,210.0,260.0,260.0
observable objects,moon,other,lunette telescopique,170.0,-65%,-47%,High,100.0,0.13,0.42,,,,,,320.0,170.0,210.0,140.0,170.0,320.0,320.0,260.0,260.0,390.0,260.0,110.0,110.0,140.0,140.0,170.0,260.0,320.0,320.0,260.0,260.0,480.0,480.0,260.0,210.0,260.0,480.0,480.0,390.0,480.0,590.0,320.0,390.0,720.0,720.0,320.0,320.0,320.0,320.0,320.0,260.0,260.0,390.0,320.0,320.0,590.0,480.0,260.0,170.0
space,giant telescopes,other,plus grand telescope du monde,170.0,-47%,-35%,Low,0.0,,,,,,,,210.0,480.0,320.0,260.0,170.0,170.0,260.0,170.0,170.0,140.0,140.0,260.0,140.0,110.0,210.0,110.0,110.0,170.0,210.0,260.0,110.0,110.0,170.0,260.0,260.0,210.0,260.0,210.0,170.0,210.0,320.0,210.0,170.0,390.0,880.0,320.0,260.0,260.0,210.0,210.0,260.0,210.0,260.0,210.0,210.0,170.0,320.0,260.0,170.0
observable objects,asteroids,other,ceres asteroide,110.0,-72%,-35%,Low,0.0,,,,,,,,170.0,70.0,70.0,70.0,50.0,50.0,70.0,170.0,70.0,70.0,70.0,90.0,70.0,70.0,90.0,110.0,90.0,70.0,90.0,110.0,90.0,110.0,140.0,110.0,390.0,320.0,320.0,170.0,90.0,110.0,210.0,390.0,390.0,480.0,320.0,260.0,170.0,260.0,140.0,170.0,110.0,140.0,170.0,170.0,210.0,110.0,390.0,260.0,110.0
telescopes,low-cost,low cost,télescope pas cher,260.0,-56%,-33%,High,100.0,0.13,0.28,,,,,,720.0,590.0,720.0,720.0,880.0,1600.0,1900.0,880.0,880.0,1000.0,1300.0,480.0,480.0,390.0,390.0,260.0,480.0,590.0,880.0,390.0,590.0,880.0,720.0,320.0,260.0,390.0,1000.0,880.0,720.0,880.0,880.0,480.0,480.0,880.0,1000.0,320.0,390.0,390.0,390.0,390.0,260.0,390.0,480.0,390.0,320.0,590.0,590.0,260.0,260.0
astronomy,live,other,direct iss,50.0,0%,-55%,Low,0.0,,,,,,,,210.0,50.0,110.0,70.0,70.0,110.0,90.0,90.0,50.0,50.0,110.0,70.0,40.0,70.0,50.0,50.0,90.0,90.0,110.0,90.0,50.0,40.0,70.0,110.0,70.0,110.0,260.0,480.0,260.0,170.0,210.0,140.0,90.0,140.0,140.0,90.0,110.0,110.0,3600.0,1000.0,720.0,210.0,140.0,90.0,140.0,390.0,50.0,260.0,50.0
astronomy,astronomy,other,astroscience 2022,90.0,-65%,∞,Low,6.0,,,,,,,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,260.0,260.0,260.0,260.0,90.0
telescopes,high-end,smart telescope,télescope électronique,210.0,-46%,-19%,High,100.0,0.27,2.3,69%,,,Y,,210.0,50.0,110.0,70.0,70.0,320.0,320.0,90.0,110.0,170.0,140.0,110.0,90.0,110.0,110.0,90.0,110.0,170.0,210.0,210.0,140.0,140.0,210.0,140.0,110.0,210.0,480.0,320.0,210.0,480.0,480.0,260.0,210.0,390.0,480.0,260.0,260.0,260.0,260.0,210.0,170.0,260.0,390.0,320.0,260.0,390.0,390.0,260.0,210.0
space,space telescopes,other,james webb télescope prix,10.0,-98%,∞,Low,1.0,,,,,,,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,70.0,50.0,590.0,260.0,10.0
space,people,other,un astronaute,260.0,24%,-33%,High,93.0,,,,,,,,210.0,140.0,90.0,90.0,70.0,50.0,70.0,90.0,140.0,110.0,90.0,110.0,140.0,210.0,140.0,110.0,90.0,90.0,70.0,140.0,170.0,170.0,170.0,210.0,320.0,590.0,480.0,390.0,260.0,110.0,110.0,170.0,210.0,260.0,210.0,390.0,390.0,480.0,590.0,390.0,260.0,140.0,110.0,170.0,210.0,260.0,210.0,260.0,260.0
observable objects,planets,other,particularité de vénus,260.0,0%,550%,Low,0.0,,,,,,,,210.0,210.0,210.0,170.0,140.0,90.0,140.0,390.0,260.0,320.0,260.0,320.0,260.0,320.0,210.0,390.0,320.0,210.0,260.0,390.0,390.0,390.0,260.0,390.0,390.0,390.0,140.0,50.0,20.0,10.0,10.0,110.0,40.0,50.0,30.0,40.0,40.0,50.0,30.0,20.0,20.0,10.0,10.0,320.0,260.0,260.0,260.0,260.0,260.0
observable objects,stars,other,position étoile,140.0,-46%,-81%,Low,7.0,0.27,0.93,,,,,,210.0,50.0,90.0,70.0,110.0,390.0,480.0,110.0,110.0,90.0,90.0,110.0,110.0,110.0,90.0,90.0,170.0,260.0,260.0,140.0,110.0,110.0,170.0,140.0,170.0,320.0,390.0,210.0,170.0,320.0,390.0,210.0,210.0,210.0,260.0,210.0,720.0,210.0,320.0,210.0,210.0,260.0,320.0,210.0,170.0,210.0,260.0,260.0,140.0
observable objects,satellites,other,satellite nasa,210.0,-19%,-19%,Low,1.0,,,,,,,,210.0,140.0,170.0,110.0,110.0,110.0,140.0,110.0,140.0,140.0,110.0,170.0,170.0,110.0,140.0,140.0,170.0,140.0,260.0,260.0,210.0,210.0,210.0,390.0,210.0,720.0,590.0,260.0,210.0,260.0,210.0,260.0,210.0,260.0,210.0,260.0,260.0,260.0,260.0,210.0,170.0,140.0,210.0,140.0,140.0,210.0,260.0,260.0,210.0
observable objects,stars,other,la ferme des étoiles,390.0,22%,50%,Low,0.0,,,,,,,,390.0,390.0,390.0,390.0,390.0,590.0,590.0,320.0,260.0,210.0,260.0,320.0,320.0,390.0,320.0,390.0,390.0,590.0,590.0,320.0,320.0,260.0,260.0,260.0,320.0,170.0,210.0,320.0,590.0,720.0,720.0,390.0,260.0,210.0,260.0,260.0,260.0,480.0,320.0,590.0,590.0,880.0,720.0,390.0,320.0,260.0,320.0,260.0,390.0
observable objects,comets,other,halley comete,170.0,-35%,21%,Low,3.0,,,,,,,,210.0,50.0,110.0,140.0,110.0,170.0,70.0,170.0,140.0,140.0,140.0,140.0,110.0,170.0,110.0,170.0,140.0,170.0,170.0,170.0,210.0,210.0,210.0,260.0,210.0,170.0,390.0,390.0,1300.0,880.0,140.0,110.0,70.0,110.0,170.0,110.0,140.0,140.0,170.0,170.0,110.0,110.0,210.0,140.0,140.0,170.0,260.0,260.0,170.0
observable objects,sun,other,la terre et le soleil,140.0,,,Faible,0.0,,,,,,,,210.0,,140.0,170.0,110.0,170.0,140.0,210.0,260.0,170.0,170.0,210.0,170.0,140.0,140.0,140.0,140.0,140.0,170.0,320.0,260.0,260.0,210.0,260.0,210.0,320.0,390.0,320.0,210.0,170.0,210.0,260.0,170.0,260.0,210.0,260.0,210.0,210.0,210.0,260.0,140.0,110.0,140.0,260.0,210.0,210.0,170.0,260.0,140.0
